Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,6773      
Trigger,0         
Start time,2021-04-23,16:30:34
End time,2021-04-23,17:27:01
Trigger time,2021-04-23,16:30:34
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,Alarm1-10,AlarmOut
      4964,2021/04/23 17:11:55,500,+  58.5,+  19.5,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4965,2021/04/23 17:11:56,  0,+  58.5,+  19.6,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4966,2021/04/23 17:11:56,500,+  58.5,+  19.5,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4967,2021/04/23 17:11:57,  0,+  58.4,+  19.6,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4968,2021/04/23 17:11:57,500,+  58.4,+  19.5,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4969,2021/04/23 17:11:58,  0,+  58.3,+  19.6,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4970,2021/04/23 17:11:58,500,+  58.3,+  19.6,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4971,2021/04/23 17:11:59,  0,+  58.3,+  19.5,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4972,2021/04/23 17:11:59,500,+  58.3,+  19.6,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4973,2021/04/23 17:12:00,  0,+  58.3,+  19.6,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4974,2021/04/23 17:12:00,500,+  58.3,+  19.6,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4975,2021/04/23 17:12:01,  0,+  58.3,+  19.6,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4976,2021/04/23 17:12:01,500,+  58.3,+  19.7,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4977,2021/04/23 17:12:02,  0,+  58.3,+  19.7,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4978,2021/04/23 17:12:02,500,+  58.3,+  19.7,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4979,2021/04/23 17:12:03,  0,+  58.3,+  19.7,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      4980,2021/04/23 17:12:03,500,+  58.3,+  19.7,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4981,2021/04/23 17:12:04,  0,+  58.3,+  19.7,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4982,2021/04/23 17:12:04,500,+  58.3,+  19.7,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4983,2021/04/23 17:12:05,  0,+  58.3,+  19.6,+  26.8,+  52.5,LLLLLLLLLL,LLLL
      4984,2021/04/23 17:12:05,500,+  58.3,+  19.7,+  26.8,+  52.6,LLLLLLLLLL,LLLL
      4985,2021/04/23 17:12:06,  0,+  58.2,+  19.6,+  26.7,+  52.6,LLLLLLLLLL,LLLL
      4986,2021/04/23 17:12:06,500,+  58.2,+  19.6,+  26.8,+  52.6,LLLLLLLLLL,LLLL
      4987,2021/04/23 17:12:07,  0,+  58.2,+  19.7,+  26.8,+  52.6,LLLLLLLLLL,LLLL
      4988,2021/04/23 17:12:07,500,+  58.2,+  19.7,+  26.8,+  52.6,LLLLLLLLLL,LLLL
      4989,2021/04/23 17:12:08,  0,+  58.2,+  19.6,+  26.8,+  52.7,LLLLLLLLLL,LLLL
      4990,2021/04/23 17:12:08,500,+  58.2,+  19.7,+  26.8,+  52.7,LLLLLLLLLL,LLLL
      4991,2021/04/23 17:12:09,  0,+  58.2,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      4992,2021/04/23 17:12:09,500,+  58.2,+  19.6,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      4993,2021/04/23 17:12:10,  0,+  58.1,+  19.6,+  26.8,+  52.6,LLLLLLLLLL,LLLL
      4994,2021/04/23 17:12:10,500,+  58.1,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      4995,2021/04/23 17:12:11,  0,+  58.1,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      4996,2021/04/23 17:12:11,500,+  58.1,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      4997,2021/04/23 17:12:12,  0,+  58.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      4998,2021/04/23 17:12:12,500,+  58.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      4999,2021/04/23 17:12:13,  0,+  58.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5000,2021/04/23 17:12:13,500,+  58.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5001,2021/04/23 17:12:14,  0,+  58.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5002,2021/04/23 17:12:14,500,+  58.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5003,2021/04/23 17:12:15,  0,+  58.0,+  19.6,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5004,2021/04/23 17:12:15,500,+  58.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5005,2021/04/23 17:12:16,  0,+  58.0,+  19.6,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5006,2021/04/23 17:12:16,500,+  58.0,+  19.7,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5007,2021/04/23 17:12:17,  0,+  57.9,+  19.7,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5008,2021/04/23 17:12:17,500,+  57.9,+  19.6,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5009,2021/04/23 17:12:18,  0,+  57.9,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5010,2021/04/23 17:12:18,500,+  57.9,+  19.6,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5011,2021/04/23 17:12:19,  0,+  57.8,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5012,2021/04/23 17:12:19,500,+  57.8,+  19.5,+  27.0,+  52.5,LLLLLLLLLL,LLLL
      5013,2021/04/23 17:12:20,  0,+  57.8,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5014,2021/04/23 17:12:20,500,+  57.8,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5015,2021/04/23 17:12:21,  0,+  57.8,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5016,2021/04/23 17:12:21,500,+  57.8,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5017,2021/04/23 17:12:22,  0,+  57.8,+  19.5,+  27.0,+  52.5,LLLLLLLLLL,LLLL
      5018,2021/04/23 17:12:22,500,+  57.8,+  19.5,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5019,2021/04/23 17:12:23,  0,+  57.7,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5020,2021/04/23 17:12:23,500,+  57.7,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5021,2021/04/23 17:12:24,  0,+  57.7,+  19.6,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5022,2021/04/23 17:12:24,500,+  57.7,+  19.5,+  27.0,+  52.5,LLLLLLLLLL,LLLL
      5023,2021/04/23 17:12:25,  0,+  57.7,+  19.5,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5024,2021/04/23 17:12:25,500,+  57.7,+  19.5,+  27.1,+  52.5,LLLLLLLLLL,LLLL
      5025,2021/04/23 17:12:26,  0,+  57.7,+  19.5,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5026,2021/04/23 17:12:26,500,+  57.7,+  19.5,+  27.1,+  52.5,LLLLLLLLLL,LLLL
      5027,2021/04/23 17:12:27,  0,+  57.6,+  19.5,+  27.1,+  52.5,LLLLLLLLLL,LLLL
      5028,2021/04/23 17:12:27,500,+  57.6,+  19.5,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5029,2021/04/23 17:12:28,  0,+  57.6,+  19.5,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5030,2021/04/23 17:12:28,500,+  57.6,+  19.5,+  27.1,+  52.5,LLLLLLLLLL,LLLL
      5031,2021/04/23 17:12:29,  0,+  57.6,+  19.5,+  27.2,+  52.6,LLLLLLLLLL,LLLL
      5032,2021/04/23 17:12:29,500,+  57.5,+  19.5,+  27.1,+  52.5,LLLLLLLLLL,LLLL
      5033,2021/04/23 17:12:30,  0,+  57.5,+  19.5,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5034,2021/04/23 17:12:30,500,+  57.5,+  19.5,+  27.1,+  52.5,LLLLLLLLLL,LLLL
      5035,2021/04/23 17:12:31,  0,+  57.5,+  19.5,+  27.1,+  52.5,LLLLLLLLLL,LLLL
      5036,2021/04/23 17:12:31,500,+  57.5,+  19.5,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5037,2021/04/23 17:12:32,  0,+  57.5,+  19.5,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5038,2021/04/23 17:12:32,500,+  57.5,+  19.4,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5039,2021/04/23 17:12:33,  0,+  57.5,+  19.4,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5040,2021/04/23 17:12:33,500,+  57.4,+  19.4,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5041,2021/04/23 17:12:34,  0,+  57.4,+  19.4,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5042,2021/04/23 17:12:34,500,+  57.4,+  19.4,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5043,2021/04/23 17:12:35,  0,+  57.4,+  19.4,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5044,2021/04/23 17:12:35,500,+  57.4,+  19.4,+  27.1,+  52.7,LLLLLLLLLL,LLLL
      5045,2021/04/23 17:12:36,  0,+  57.4,+  19.4,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5046,2021/04/23 17:12:36,500,+  57.4,+  19.4,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5047,2021/04/23 17:12:37,  0,+  57.4,+  19.4,+  27.1,+  52.7,LLLLLLLLLL,LLLL
      5048,2021/04/23 17:12:37,500,+  57.3,+  19.4,+  27.1,+  52.6,LLLLLLLLLL,LLLL
      5049,2021/04/23 17:12:38,  0,+  57.3,+  19.4,+  27.1,+  52.7,LLLLLLLLLL,LLLL
      5050,2021/04/23 17:12:38,500,+  57.3,+  19.4,+  27.1,+  52.7,LLLLLLLLLL,LLLL
      5051,2021/04/23 17:12:39,  0,+  57.2,+  19.4,+  27.1,+  52.7,LLLLLLLLLL,LLLL
      5052,2021/04/23 17:12:39,500,+  57.3,+  19.5,+  27.1,+  52.7,LLLLLLLLLL,LLLL
      5053,2021/04/23 17:12:40,  0,+  57.2,+  19.5,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5054,2021/04/23 17:12:40,500,+  57.2,+  19.5,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5055,2021/04/23 17:12:41,  0,+  57.2,+  19.5,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5056,2021/04/23 17:12:41,500,+  57.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5057,2021/04/23 17:12:42,  0,+  57.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5058,2021/04/23 17:12:42,500,+  57.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5059,2021/04/23 17:12:43,  0,+  57.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5060,2021/04/23 17:12:43,500,+  57.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5061,2021/04/23 17:12:44,  0,+  57.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5062,2021/04/23 17:12:44,500,+  57.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5063,2021/04/23 17:12:45,  0,+  57.2,+  19.5,+  26.8,+  52.6,LLLLLLLLLL,LLLL
      5064,2021/04/23 17:12:45,500,+  57.1,+  19.5,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5065,2021/04/23 17:12:46,  0,+  57.2,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5066,2021/04/23 17:12:46,500,+  57.1,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5067,2021/04/23 17:12:47,  0,+  57.1,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5068,2021/04/23 17:12:47,500,+  57.1,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5069,2021/04/23 17:12:48,  0,+  57.1,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5070,2021/04/23 17:12:48,500,+  57.1,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5071,2021/04/23 17:12:49,  0,+  57.1,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5072,2021/04/23 17:12:49,500,+  57.0,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5073,2021/04/23 17:12:50,  0,+  57.0,+  19.5,+  26.6,+  52.7,LLLLLLLLLL,LLLL
      5074,2021/04/23 17:12:50,500,+  56.9,+  19.5,+  26.6,+  52.7,LLLLLLLLLL,LLLL
      5075,2021/04/23 17:12:51,  0,+  56.9,+  19.5,+  26.6,+  52.7,LLLLLLLLLL,LLLL
      5076,2021/04/23 17:12:51,500,+  56.9,+  19.5,+  26.6,+  52.7,LLLLLLLLLL,LLLL
      5077,2021/04/23 17:12:52,  0,+  56.9,+  19.5,+  26.6,+  52.7,LLLLLLLLLL,LLLL
      5078,2021/04/23 17:12:52,500,+  56.9,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5079,2021/04/23 17:12:53,  0,+  56.9,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5080,2021/04/23 17:12:53,500,+  56.9,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5081,2021/04/23 17:12:54,  0,+  56.9,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5082,2021/04/23 17:12:54,500,+  56.9,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5083,2021/04/23 17:12:55,  0,+  56.9,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5084,2021/04/23 17:12:55,500,+  56.9,+  19.5,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5085,2021/04/23 17:12:56,  0,+  56.9,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5086,2021/04/23 17:12:56,500,+  56.9,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5087,2021/04/23 17:12:57,  0,+  56.9,+  19.5,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5088,2021/04/23 17:12:57,500,+  56.8,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5089,2021/04/23 17:12:58,  0,+  56.8,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5090,2021/04/23 17:12:58,500,+  56.8,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5091,2021/04/23 17:12:59,  0,+  56.8,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5092,2021/04/23 17:12:59,500,+  56.8,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5093,2021/04/23 17:13:00,  0,+  56.8,+  19.5,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5094,2021/04/23 17:13:00,500,+  56.8,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5095,2021/04/23 17:13:01,  0,+  56.8,+  19.5,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5096,2021/04/23 17:13:01,500,+  56.7,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5097,2021/04/23 17:13:02,  0,+  56.7,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5098,2021/04/23 17:13:02,500,+  56.7,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5099,2021/04/23 17:13:03,  0,+  56.7,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5100,2021/04/23 17:13:03,500,+  56.6,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5101,2021/04/23 17:13:04,  0,+  56.6,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5102,2021/04/23 17:13:04,500,+  56.6,+  19.4,+  26.5,+  52.9,LLLLLLLLLL,LLLL
      5103,2021/04/23 17:13:05,  0,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5104,2021/04/23 17:13:05,500,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5105,2021/04/23 17:13:06,  0,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5106,2021/04/23 17:13:06,500,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5107,2021/04/23 17:13:07,  0,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5108,2021/04/23 17:13:07,500,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5109,2021/04/23 17:13:08,  0,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5110,2021/04/23 17:13:08,500,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5111,2021/04/23 17:13:09,  0,+  56.6,+  19.5,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5112,2021/04/23 17:13:09,500,+  56.6,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5113,2021/04/23 17:13:10,  0,+  56.5,+  19.4,+  26.5,+  52.8,LLLLLLLLLL,LLLL
      5114,2021/04/23 17:13:10,500,+  56.5,+  19.4,+  26.6,+  52.8,LLLLLLLLLL,LLLL
      5115,2021/04/23 17:13:11,  0,+  56.5,+  19.4,+  26.6,+  52.8,LLLLLLLLLL,LLLL
      5116,2021/04/23 17:13:11,500,+  56.5,+  19.4,+  26.6,+  52.7,LLLLLLLLLL,LLLL
      5117,2021/04/23 17:13:12,  0,+  56.5,+  19.4,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5118,2021/04/23 17:13:12,500,+  56.5,+  19.4,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5119,2021/04/23 17:13:13,  0,+  56.5,+  19.5,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5120,2021/04/23 17:13:13,500,+  56.5,+  19.4,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5121,2021/04/23 17:13:14,  0,+  56.4,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5122,2021/04/23 17:13:14,500,+  56.4,+  19.4,+  26.7,+  52.7,LLLLLLLLLL,LLLL
      5123,2021/04/23 17:13:15,  0,+  56.4,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5124,2021/04/23 17:13:15,500,+  56.4,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5125,2021/04/23 17:13:16,  0,+  56.4,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5126,2021/04/23 17:13:16,500,+  56.3,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5127,2021/04/23 17:13:17,  0,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5128,2021/04/23 17:13:17,500,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5129,2021/04/23 17:13:18,  0,+  56.4,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5130,2021/04/23 17:13:18,500,+  56.4,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5131,2021/04/23 17:13:19,  0,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5132,2021/04/23 17:13:19,500,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5133,2021/04/23 17:13:20,  0,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5134,2021/04/23 17:13:20,500,+  56.3,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5135,2021/04/23 17:13:21,  0,+  56.3,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5136,2021/04/23 17:13:21,500,+  56.3,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5137,2021/04/23 17:13:22,  0,+  56.3,+  19.5,+  26.7,+  52.8,LLLLLLLLLL,LLLL
      5138,2021/04/23 17:13:22,500,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5139,2021/04/23 17:13:23,  0,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5140,2021/04/23 17:13:23,500,+  56.3,+  19.5,+  26.8,+  52.8,LLLLLLLLLL,LLLL
      5141,2021/04/23 17:13:24,  0,+  56.3,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5142,2021/04/23 17:13:24,500,+  56.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5143,2021/04/23 17:13:25,  0,+  56.3,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5144,2021/04/23 17:13:25,500,+  56.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5145,2021/04/23 17:13:26,  0,+  56.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5146,2021/04/23 17:13:26,500,+  56.2,+  19.5,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5147,2021/04/23 17:13:27,  0,+  56.2,+  19.5,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5148,2021/04/23 17:13:27,500,+  56.2,+  19.5,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5149,2021/04/23 17:13:28,  0,+  56.2,+  19.5,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5150,2021/04/23 17:13:28,500,+  56.1,+  19.5,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5151,2021/04/23 17:13:29,  0,+  56.1,+  19.5,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      5152,2021/04/23 17:13:29,500,+  56.2,+  19.5,+  26.9,+  52.4,LLLLLLLLLL,LLLL
      5153,2021/04/23 17:13:30,  0,+  56.1,+  19.5,+  26.9,+  52.4,LLLLLLLLLL,LLLL
      5154,2021/04/23 17:13:30,500,+  56.1,+  19.5,+  26.9,+  52.4,LLLLLLLLLL,LLLL
      5155,2021/04/23 17:13:31,  0,+  56.1,+  19.5,+  26.9,+  52.4,LLLLLLLLLL,LLLL
      5156,2021/04/23 17:13:31,500,+  56.0,+  19.6,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      5157,2021/04/23 17:13:32,  0,+  56.0,+  19.6,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      5158,2021/04/23 17:13:32,500,+  56.0,+  19.7,+  26.9,+  52.5,LLLLLLLLLL,LLLL
      5159,2021/04/23 17:13:33,  0,+  56.0,+  19.7,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5160,2021/04/23 17:13:33,500,+  56.0,+  19.7,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5161,2021/04/23 17:13:34,  0,+  56.0,+  19.7,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5162,2021/04/23 17:13:34,500,+  56.0,+  19.7,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5163,2021/04/23 17:13:35,  0,+  56.0,+  19.7,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5164,2021/04/23 17:13:35,500,+  55.9,+  19.7,+  26.9,+  52.6,LLLLLLLLLL,LLLL
      5165,2021/04/23 17:13:36,  0,+  56.0,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5166,2021/04/23 17:13:36,500,+  55.9,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5167,2021/04/23 17:13:37,  0,+  55.9,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5168,2021/04/23 17:13:37,500,+  55.9,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5169,2021/04/23 17:13:38,  0,+  55.9,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5170,2021/04/23 17:13:38,500,+  55.9,+  19.7,+  26.9,+  52.7,LLLLLLLLLL,LLLL
      5171,2021/04/23 17:13:39,  0,+  55.9,+  19.8,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5172,2021/04/23 17:13:39,500,+  55.9,+  19.7,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5173,2021/04/23 17:13:40,  0,+  55.9,+  19.7,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5174,2021/04/23 17:13:40,500,+  55.9,+  19.8,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5175,2021/04/23 17:13:41,  0,+  55.8,+  19.8,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5176,2021/04/23 17:13:41,500,+  55.8,+  19.8,+  26.9,+  52.9,LLLLLLLLLL,LLLL
      5177,2021/04/23 17:13:42,  0,+  55.8,+  19.7,+  26.9,+  52.9,LLLLLLLLLL,LLLL
      5178,2021/04/23 17:13:42,500,+  55.8,+  19.8,+  26.9,+  52.9,LLLLLLLLLL,LLLL
      5179,2021/04/23 17:13:43,  0,+  55.8,+  19.8,+  26.9,+  53.0,LLLLLLLLLL,LLLL
      5180,2021/04/23 17:13:43,500,+  55.8,+  19.8,+  26.9,+  53.0,LLLLLLLLLL,LLLL
      5181,2021/04/23 17:13:44,  0,+  55.7,+  19.8,+  26.9,+  52.9,LLLLLLLLLL,LLLL
      5182,2021/04/23 17:13:44,500,+  55.7,+  19.8,+  26.9,+  52.9,LLLLLLLLLL,LLLL
      5183,2021/04/23 17:13:45,  0,+  55.7,+  19.8,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5184,2021/04/23 17:13:45,500,+  55.7,+  19.8,+  26.9,+  52.8,LLLLLLLLLL,LLLL
      5185,2021/04/23 17:13:46,  0,+  55.7,+  19.8,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5186,2021/04/23 17:13:46,500,+  55.7,+  19.7,+  27.0,+  52.7,LLLLLLLLLL,LLLL
      5187,2021/04/23 17:13:47,  0,+  55.7,+  19.8,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5188,2021/04/23 17:13:47,500,+  55.7,+  19.7,+  27.0,+  52.6,LLLLLLLLLL,LLLL
      5189,2021/04/23 17:13:48,  0,+  55.7,+  19.7,+  27.0,+  52.6,LLLLLLLLLL,LLLL
