Vendor,GRAPHTEC Corporation
Model,"GL240"
Version,"Ver1.51"
MaxChannel,10
GSStartCH,10
WLStartCH,0
MaxLogicChannel,0
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,100ms
Total Data Points,18274     
Trigger,0         
Start time,2021-03-22,13:45:32
End time,2021-03-22,14:16:00
Trigger time,2021-03-22,13:45:32
AMP settings
CH,SignalName,Amp,Input,Range,Temperature Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH1," CH 1",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,5,6,0
CH2," CH 2",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,0,13,23,0
CH3," CH 3",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,9,22,8,0
CH4," CH 4",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,21,0,21,0
CH5," CH 5",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,16,2,0
CH6," CH 6",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,5,23,30,0
CH7," CH 7",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,30,23,1,0
CH8," CH 8",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,0,17,0
CH9," CH 9",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,17,11,7,0
CH10," CH10",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,19,27,0,0
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
16205,2021-03-22 14:12:32,400,+63.8,+74.0,+70.4,+72.3,+90.9,+75.4,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16206,2021-03-22 14:12:32,500,+63.8,+74.0,+70.4,+71.4,+91.1,+75.3,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16207,2021-03-22 14:12:32,600,+63.8,+74.0,+70.2,+70.2,+91.1,+75.3,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16208,2021-03-22 14:12:32,700,+63.6,+74.1,+70.3,+69.1,+91.1,+75.2,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16209,2021-03-22 14:12:32,800,+63.7,+74.0,+70.4,+68.1,+90.9,+75.4,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16210,2021-03-22 14:12:32,900,+63.8,+74.0,+70.4,+66.6,+91.0,+75.2,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16211,2021-03-22 14:12:33,0,+63.8,+74.1,+70.4,+65.9,+90.8,+75.3,+65.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16212,2021-03-22 14:12:33,100,+63.8,+74.0,+70.3,+65.3,+91.0,+75.2,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16213,2021-03-22 14:12:33,200,+63.7,+74.0,+70.3,+64.5,+91.1,+75.4,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16214,2021-03-22 14:12:33,300,+63.8,+74.0,+70.5,+63.9,+90.9,+75.2,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16215,2021-03-22 14:12:33,400,+63.8,+74.0,+70.3,+63.6,+90.9,+75.4,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16216,2021-03-22 14:12:33,500,+63.8,+74.0,+70.3,+62.9,+91.0,+75.4,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16217,2021-03-22 14:12:33,600,+63.8,+74.0,+70.3,+62.5,+91.0,+75.4,+65.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16218,2021-03-22 14:12:33,700,+63.7,+74.0,+70.3,+62.3,+91.0,+75.2,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16219,2021-03-22 14:12:33,800,+63.8,+74.0,+70.3,+61.7,+90.9,+75.4,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16220,2021-03-22 14:12:33,900,+63.6,+74.1,+70.3,+60.9,+90.9,+75.4,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16221,2021-03-22 14:12:34,0,+63.8,+74.0,+70.4,+60.6,+90.8,+75.4,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16222,2021-03-22 14:12:34,100,+63.8,+74.1,+70.3,+60.1,+90.8,+75.3,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16223,2021-03-22 14:12:34,200,+63.9,+74.0,+70.3,+59.3,+91.1,+75.3,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16224,2021-03-22 14:12:34,300,+63.8,+74.1,+70.4,+59.2,+91.0,+75.3,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16225,2021-03-22 14:12:34,400,+63.8,+74.0,+70.3,+58.5,+91.1,+75.2,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16226,2021-03-22 14:12:34,500,+63.8,+74.0,+70.3,+58.2,+91.1,+75.3,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16227,2021-03-22 14:12:34,600,+63.6,+74.1,+70.4,+58.2,+90.8,+75.3,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16228,2021-03-22 14:12:34,700,+63.8,+74.1,+70.4,+57.6,+90.9,+75.4,+65.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16229,2021-03-22 14:12:34,800,+63.8,+74.0,+70.3,+57.5,+91.0,+75.3,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16230,2021-03-22 14:12:34,900,+63.8,+74.0,+70.4,+57.4,+90.8,+75.4,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16231,2021-03-22 14:12:35,0,+63.8,+74.0,+70.4,+56.7,+90.7,+75.4,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16232,2021-03-22 14:12:35,100,+63.8,+74.0,+70.3,+56.6,+91.0,+75.3,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16233,2021-03-22 14:12:35,200,+63.9,+74.0,+70.3,+56.2,+91.0,+75.3,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16234,2021-03-22 14:12:35,300,+63.8,+74.0,+70.4,+56.3,+91.0,+75.2,+65.7,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16235,2021-03-22 14:12:35,400,+63.8,+74.0,+70.4,+55.7,+90.9,+75.4,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16236,2021-03-22 14:12:35,500,+63.8,+74.1,+70.4,+55.4,+90.8,+75.3,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16237,2021-03-22 14:12:35,600,+63.8,+74.0,+70.4,+54.5,+90.9,+75.2,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16238,2021-03-22 14:12:35,700,+63.8,+74.1,+70.3,+54.2,+90.9,+75.3,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16239,2021-03-22 14:12:35,800,+63.6,+74.0,+70.3,+54.5,+90.8,+75.4,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16240,2021-03-22 14:12:35,900,+63.5,+74.0,+70.4,+54.7,+90.8,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16241,2021-03-22 14:12:36,0,+63.8,+74.0,+70.3,+53.9,+90.6,+75.4,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16242,2021-03-22 14:12:36,100,+63.8,+74.0,+70.4,+54.5,+90.8,+75.2,+65.5,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16243,2021-03-22 14:12:36,200,+63.8,+74.0,+70.3,+54.2,+90.9,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16244,2021-03-22 14:12:36,300,+63.8,+74.0,+70.4,+53.4,+90.9,+75.4,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16245,2021-03-22 14:12:36,400,+63.6,+74.1,+70.4,+53.6,+90.9,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16246,2021-03-22 14:12:36,500,+63.8,+74.0,+70.3,+54.2,+90.7,+75.4,+65.7,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16247,2021-03-22 14:12:36,600,+63.8,+74.0,+70.3,+53.5,+90.8,+75.3,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16248,2021-03-22 14:12:36,700,+63.8,+74.0,+70.4,+53.1,+90.9,+75.4,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16249,2021-03-22 14:12:36,800,+63.7,+74.0,+70.4,+52.5,+90.8,+75.2,+65.7,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16250,2021-03-22 14:12:36,900,+63.7,+74.0,+70.4,+52.9,+90.8,+75.1,+65.7,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16251,2021-03-22 14:12:37,0,+63.8,+74.1,+70.3,+52.2,+90.6,+75.4,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16252,2021-03-22 14:12:37,100,+63.7,+74.0,+70.4,+52.6,+90.7,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16253,2021-03-22 14:12:37,200,+63.8,+74.0,+70.5,+52.1,+90.7,+75.3,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16254,2021-03-22 14:12:37,300,+63.8,+74.0,+70.4,+52.2,+90.9,+75.3,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16255,2021-03-22 14:12:37,400,+63.7,+74.1,+70.4,+52.1,+90.9,+75.3,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16256,2021-03-22 14:12:37,500,+63.8,+74.1,+70.4,+51.8,+90.7,+75.3,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16257,2021-03-22 14:12:37,600,+63.7,+74.0,+70.4,+52.1,+90.8,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16258,2021-03-22 14:12:37,700,+63.8,+74.1,+70.4,+51.6,+90.9,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16259,2021-03-22 14:12:37,800,+63.7,+74.1,+70.5,+51.4,+90.6,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16260,2021-03-22 14:12:37,900,+63.8,+74.0,+70.4,+51.3,+90.8,+75.3,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16261,2021-03-22 14:12:38,0,+63.8,+74.0,+70.3,+51.3,+90.8,+75.4,+65.7,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16262,2021-03-22 14:12:38,100,+63.7,+74.0,+70.4,+51.3,+90.6,+75.3,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16263,2021-03-22 14:12:38,200,+63.8,+74.1,+70.3,+51.3,+90.6,+75.2,+65.6,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16264,2021-03-22 14:12:38,300,+63.8,+74.1,+70.5,+51.3,+90.8,+75.3,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16265,2021-03-22 14:12:38,400,+63.6,+74.1,+70.4,+51.4,+90.9,+75.3,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16266,2021-03-22 14:12:38,500,+63.8,+74.1,+70.4,+51.3,+90.7,+75.2,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16267,2021-03-22 14:12:38,600,+63.8,+74.1,+70.5,+51.0,+90.6,+75.2,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16268,2021-03-22 14:12:38,700,+63.8,+74.1,+70.5,+51.0,+90.6,+75.3,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16269,2021-03-22 14:12:38,800,+63.8,+74.0,+70.3,+51.3,+90.6,+75.3,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16270,2021-03-22 14:12:38,900,+63.7,+74.1,+70.4,+51.1,+90.8,+75.3,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16271,2021-03-22 14:12:39,0,+63.8,+74.1,+70.4,+50.8,+90.7,+75.3,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16272,2021-03-22 14:12:39,100,+63.8,+74.1,+70.4,+51.3,+90.8,+75.2,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16273,2021-03-22 14:12:39,200,+63.8,+74.0,+70.4,+50.9,+90.6,+75.2,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16274,2021-03-22 14:12:39,300,+63.8,+74.1,+70.4,+50.8,+90.6,+75.3,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16275,2021-03-22 14:12:39,400,+63.8,+74.1,+70.4,+51.0,+90.8,+75.3,+65.8,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16276,2021-03-22 14:12:39,500,+63.9,+74.1,+70.4,+51.1,+90.6,+75.3,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16277,2021-03-22 14:12:39,600,+63.8,+74.0,+70.4,+51.4,+90.8,+75.2,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16278,2021-03-22 14:12:39,700,+63.9,+74.2,+70.5,+51.5,+90.8,+75.3,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16279,2021-03-22 14:12:39,800,+63.8,+74.1,+70.3,+51.6,+90.7,+75.3,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16280,2021-03-22 14:12:39,900,+63.7,+74.0,+70.4,+51.7,+90.7,+75.2,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16281,2021-03-22 14:12:40,0,+63.8,+74.0,+70.5,+51.7,+90.5,+75.2,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16282,2021-03-22 14:12:40,100,+63.9,+74.1,+70.4,+52.8,+90.6,+75.2,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16283,2021-03-22 14:12:40,200,+63.8,+74.1,+70.5,+52.1,+90.6,+75.2,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16284,2021-03-22 14:12:40,300,+63.8,+74.1,+70.4,+52.3,+90.6,+75.3,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16285,2021-03-22 14:12:40,400,+63.9,+74.1,+70.3,+52.8,+90.6,+75.3,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16286,2021-03-22 14:12:40,500,+63.6,+74.1,+70.5,+53.3,+90.6,+75.3,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16287,2021-03-22 14:12:40,600,+63.8,+74.1,+70.5,+53.5,+90.6,+75.2,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16288,2021-03-22 14:12:40,700,+63.8,+74.2,+70.5,+53.8,+90.6,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16289,2021-03-22 14:12:40,800,+63.8,+74.2,+70.4,+54.2,+90.6,+75.1,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16290,2021-03-22 14:12:40,900,+63.9,+74.1,+70.3,+55.0,+90.8,+75.3,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16291,2021-03-22 14:12:41,0,+63.9,+74.1,+70.5,+55.1,+90.7,+75.4,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16292,2021-03-22 14:12:41,100,+63.8,+74.1,+70.4,+55.6,+90.5,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16293,2021-03-22 14:12:41,200,+63.9,+74.1,+70.4,+55.9,+90.6,+75.1,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16294,2021-03-22 14:12:41,300,+63.9,+74.1,+70.5,+56.4,+90.6,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16295,2021-03-22 14:12:41,400,+63.9,+74.1,+70.4,+57.0,+90.7,+75.2,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16296,2021-03-22 14:12:41,500,+63.9,+74.1,+70.4,+57.7,+90.7,+75.3,+66.0,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16297,2021-03-22 14:12:41,600,+63.8,+74.2,+70.4,+58.1,+90.6,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16298,2021-03-22 14:12:41,700,+63.9,+74.1,+70.5,+58.5,+90.7,+75.3,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16299,2021-03-22 14:12:41,800,+63.9,+74.2,+70.3,+58.8,+90.5,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16300,2021-03-22 14:12:41,900,+63.8,+74.1,+70.4,+59.2,+90.6,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16301,2021-03-22 14:12:42,0,+63.9,+74.1,+70.4,+59.5,+90.6,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16302,2021-03-22 14:12:42,100,+63.9,+74.1,+70.5,+60.1,+90.7,+75.3,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16303,2021-03-22 14:12:42,200,+63.8,+74.1,+70.3,+60.7,+90.6,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16304,2021-03-22 14:12:42,300,+63.8,+74.1,+70.4,+60.9,+90.7,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16305,2021-03-22 14:12:42,400,+63.8,+74.2,+70.4,+61.4,+90.5,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16306,2021-03-22 14:12:42,500,+63.9,+74.1,+70.4,+61.8,+90.6,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16307,2021-03-22 14:12:42,600,+63.9,+74.1,+70.3,+62.2,+90.6,+75.3,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16308,2021-03-22 14:12:42,700,+63.9,+74.2,+70.5,+62.6,+90.6,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16309,2021-03-22 14:12:42,800,+63.8,+74.1,+70.3,+62.7,+90.5,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16310,2021-03-22 14:12:42,900,+63.6,+74.2,+70.3,+63.0,+90.6,+75.3,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16311,2021-03-22 14:12:43,0,+63.8,+74.1,+70.4,+63.6,+90.6,+75.3,+65.9,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16312,2021-03-22 14:12:43,100,+63.8,+74.1,+70.3,+63.9,+90.5,+75.3,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16313,2021-03-22 14:12:43,200,+63.9,+74.1,+70.4,+64.1,+90.6,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16314,2021-03-22 14:12:43,300,+63.9,+74.1,+70.4,+64.4,+90.5,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16315,2021-03-22 14:12:43,400,+63.6,+74.1,+70.4,+64.4,+90.4,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16316,2021-03-22 14:12:43,500,+63.9,+74.1,+70.3,+64.5,+90.4,+75.4,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16317,2021-03-22 14:12:43,600,+63.8,+74.1,+70.3,+64.9,+90.6,+75.3,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16318,2021-03-22 14:12:43,700,+63.8,+74.1,+70.3,+64.9,+90.3,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16319,2021-03-22 14:12:43,800,+63.8,+74.0,+70.3,+65.1,+90.5,+75.3,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16320,2021-03-22 14:12:43,900,+63.8,+74.0,+70.2,+65.1,+90.5,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16321,2021-03-22 14:12:44,0,+63.8,+74.0,+70.3,+65.3,+90.5,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16322,2021-03-22 14:12:44,100,+63.8,+74.0,+70.3,+65.1,+90.5,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16323,2021-03-22 14:12:44,200,+63.8,+74.0,+70.3,+65.1,+90.3,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16324,2021-03-22 14:12:44,300,+63.9,+74.0,+70.3,+65.0,+90.3,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16325,2021-03-22 14:12:44,400,+63.9,+74.0,+70.2,+64.9,+90.3,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16326,2021-03-22 14:12:44,500,+63.7,+74.0,+70.3,+64.9,+90.5,+75.3,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16327,2021-03-22 14:12:44,600,+63.8,+74.0,+70.3,+64.9,+90.5,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16328,2021-03-22 14:12:44,700,+63.9,+74.1,+70.3,+64.9,+90.3,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16329,2021-03-22 14:12:44,800,+63.9,+74.0,+70.3,+64.6,+90.3,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16330,2021-03-22 14:12:44,900,+63.8,+74.0,+70.3,+64.5,+90.3,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16331,2021-03-22 14:12:45,0,+63.8,+74.0,+70.2,+64.4,+90.3,+75.2,+66.1,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16332,2021-03-22 14:12:45,100,+63.8,+74.0,+70.3,+64.2,+90.5,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16333,2021-03-22 14:12:45,200,+63.8,+74.0,+70.3,+64.3,+90.4,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16334,2021-03-22 14:12:45,300,+63.9,+74.0,+70.3,+64.1,+90.3,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16335,2021-03-22 14:12:45,400,+63.8,+74.0,+70.2,+63.8,+90.4,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16336,2021-03-22 14:12:45,500,+63.7,+74.0,+70.2,+63.9,+90.3,+75.1,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16337,2021-03-22 14:12:45,600,+63.8,+74.0,+70.2,+63.5,+90.3,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16338,2021-03-22 14:12:45,700,+63.8,+74.1,+70.3,+63.3,+90.4,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16339,2021-03-22 14:12:45,800,+63.8,+74.0,+70.3,+63.2,+90.3,+75.2,+66.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16340,2021-03-22 14:12:45,900,+63.8,+74.0,+70.3,+63.0,+90.3,+75.2,+66.4,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16341,2021-03-22 14:12:46,0,+63.9,+74.0,+70.2,+62.7,+90.3,+75.1,+66.3,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
16342,2021-03-22 14:12:46,100,+63.8,+74.0,+70.2,+62.1,+90.4,+75.2,+66.2,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
